company,status_id,status_message,link_name,status_type,status_link,status_published,likes,comments,shares
beckhoff,119761528047992_1314892708534862,"The Beckhoff press conference at SPS IPC Drives 2016 starts at 3:15 pm. You'll find all highlights on the Beckhoff Twitter account. http://twitter.com/Beckhoff | #sps_live, Hall 7-406",Timeline Photos,photo,https://www.facebook.com/beckhoff/photos/a.686716998019106.1073741825.119761528047992/1314892708534862/?type=3,2016-11-22 13:45:01,28,0,6
beckhoff,119761528047992_1318797004811099,"New C6015 ultra compact IPC: extreme space-savings and flexibility. www.beckhoff.com/sps | #sps_live, Hall 7-406",Timeline Photos,photo,https://www.facebook.com/beckhoff/photos/a.686716998019106.1073741825.119761528047992/1318797004811099/?type=3,2016-11-22 12:10:01,70,0,15
beckhoff,119761528047992_1318791058145027,"Microsoft, SAP and Amazon Web Services present cloud services at the Beckhoff booth. www.beckhoff.com/sps | #sps_live, Hall 7-406",Timeline Photos,photo,https://www.facebook.com/beckhoff/photos/a.686716998019106.1073741825.119761528047992/1318791058145027/?type=3,2016-11-22 09:34:06,26,0,3
beckhoff,119761528047992_1314880081869458,"High-end measurement technology for PC-based control: the EtherCAT measurement technology modules. www.beckhoff.com/sps | #sps_live, Hall 7-406",Timeline Photos,photo,https://www.facebook.com/beckhoff/photos/a.686716998019106.1073741825.119761528047992/1314880081869458/?type=3,2016-11-22 07:30:00,15,0,2
beckhoff,119761528047992_1315008388523294,"Experience the fascination of automation! Beckhoff at SPS IPC Drives 2016: Hall 7, Booth 406. www.beckhoff.com/sps | #sps_live",Timeline Photos,photo,https://www.facebook.com/beckhoff/photos/a.686716998019106.1073741825.119761528047992/1315008388523294/?type=3,2016-11-22 07:00:01,15,0,6
beckhoff,119761528047992_1317997184891081,"Final preparations for the Olympics of automation: The Beckhoff team looks forward to seeing you at SPS IPC Drives 2016! www.beckhoff.de/sps | #sps_live, Hall 7-406",Timeline Photos,photo,https://www.facebook.com/beckhoff/photos/a.686716998019106.1073741825.119761528047992/1317997184891081/?type=3,2016-11-21 16:57:12,84,1,14
beckhoff,119761528047992_1293498564007610,"Plas.TV about Beckhoff solutions for Industrie 4.0 and IoT in the plastics industry. 
https://vimeo.com/188173314#t=206s",K 2016 I Daily 4.0 I 21.10.2016,video,https://vimeo.com/188173314#t=206s,2016-10-28 13:34:32,26,0,3
beckhoff,119761528047992_1285024118188388,Experience the fascination of automation: Beckhoff at SPS IPC Drives 2016. #sps_live,Beckhoff at SPS IPC Drives 2016,video,https://www.facebook.com/beckhoff/videos/1285024118188388/,2016-10-20 11:23:27,26,0,17
beckhoff,119761528047992_1284045554952911,Fascination of automation at SPS IPC Drives.,Fascination of automation at SPS IPC Drives.,link,http://dlvr.it/MTk8xB,2016-10-19 09:28:56,22,0,9
beckhoff,119761528047992_1278942445463222,Application film: Intelligent DALI lighting control system for highest energy efficiency,Intelligent DALI lighting control system for highest energy ef...,video,https://www.facebook.com/beckhoff/videos/1278942445463222/,2016-10-14 12:06:55,40,0,17
beckhoff,119761528047992_1277827452241388,K 2016: Advantages quadrupled for plastics machines,K 2016: Advantages quadrupled for plastics machines,link,http://dlvr.it/MRqmXH,2016-10-13 12:59:45,13,0,2
beckhoff,119761528047992_1271678262856307,Motek: Industrie 4.0 for assembly and handling,Motek: Industrie 4.0 for assembly and handling,link,http://dlvr.it/MPbkK9,2016-10-06 14:33:16,19,0,6
beckhoff,119761528047992_1270729462951187,New products for Industrie 4.0 and IoT,New products for Industrie 4.0 and IoT,video,https://www.facebook.com/beckhoff/videos/1270729462951187/,2016-10-05 12:44:08,35,0,20
beckhoff,119761528047992_1264298873594246,Credimex: XTS forms the basis of an assembly line,Credimex: XTS forms the basis of an assembly line,link,http://dlvr.it/MLvTqJ,2016-09-28 12:37:14,24,0,8
beckhoff,119761528047992_1264255096931957,TwinCAT Analytics: Seamless acquisition and analysis of process data,TwinCAT Analytics: Seamless acquisition and analysis of proces...,video,https://www.facebook.com/beckhoff/videos/1264255096931957/,2016-09-28 11:16:54,28,0,9
beckhoff,119761528047992_1259830847374382,TwinCAT IoT: For fast and standardised cloud communication,TwinCAT IoT: For fast and standardised cloud communication,video,https://www.facebook.com/beckhoff/videos/1259830847374382/,2016-09-23 12:51:10,40,0,7
beckhoff,119761528047992_1259143710776429,Beckhoff at FachPack 2016,Beckhoff at FachPack 2016,link,http://dlvr.it/MJzXJg,2016-09-22 15:16:49,33,0,11
beckhoff,119761528047992_1256558557701611,"Webinar: TwinCAT HMI – The next HMI generation. Thu. 22 Sep 2016, 10:00 am CDT or 5:00 pm UTC+2. Register now!",Beckhoff Webinar | TwinCAT HMI: The next HMI generation,link,http://beckhoff.com/webinar,2016-09-19 10:25:43,32,3,6
beckhoff,119761528047992_1253171501373650,PC-based control at Bauer Steuerungstechnik,PC-based control at Bauer Steuerungstechnik,link,http://dlvr.it/MGTKjT,2016-09-15 13:16:14,28,0,5
beckhoff,119761528047992_1245037068853760,Beckhoff at WindEnergy Hamburg,Beckhoff at WindEnergy Hamburg,link,http://dlvr.it/MBzk5K,2016-09-06 09:52:16,29,0,14
beckhoff,119761528047992_1235452033145597,Beckhoff at SMM: PC-based Control for shipbuilding,Beckhoff at SMM: PC-based Control for shipbuilding,link,http://dlvr.it/M6pvb7,2016-08-26 10:01:18,18,1,4
beckhoff,119761528047992_1234630693227731,EtherCAT P: One Cable Automation for the field level – ultra-fast communication and power in one cable,EtherCAT P: One Cable Automation for the field level,video,https://www.facebook.com/beckhoff/videos/1234630693227731/,2016-08-25 11:20:20,60,3,19
beckhoff,119761528047992_1232707426753391,"The new price/performance class for PC-based control technology: CP6606/CP6706 Built-in Panel PCs, C6905 Control Cabinet PC",The new price/performance class for PC-based control technology,video,https://www.facebook.com/beckhoff/videos/1232707426753391/,2016-08-23 08:54:23,42,0,14
beckhoff,119761528047992_1227863440571123,,Mitsubishi: PC control increases part quality,link,http://dlvr.it/M3NhwQ,2016-08-17 14:26:21,45,1,7
beckhoff,119761528047992_1223745597649574,"Interview with Hans Beckhoff: The 2015 financial year, current business development","Interview with Hans Beckhoff: The 2015 financial year, current...",video,https://www.facebook.com/beckhoff/videos/1223745597649574/,2016-08-12 13:53:31,52,0,11
beckhoff,119761528047992_1217065391650928,,EtherCAT P with a wide range of IP 67 I/O options,link,http://dlvr.it/Lxv6z1,2016-08-03 15:35:17,31,0,10
beckhoff,119761528047992_1213669428657191,CX2000 Embedded PC: Multi-core performance on DIN rail,CX2000 Embedded PC: Multi-core performance on DIN rail,video,https://www.facebook.com/beckhoff/videos/1213669428657191/,2016-07-29 13:54:35,34,1,7
beckhoff,119761528047992_1212218085468992,,Boston Scientific: PC-based Control improves testing procedure,link,http://dlvr.it/LtzNHM,2016-07-27 10:36:45,19,0,4
beckhoff,119761528047992_1208829839141150,,Multi-core technology at lightweight solutions,link,http://dlvr.it/Ls4HKh,2016-07-22 13:11:18,7,0,2
beckhoff,119761528047992_1197643536926447,EK9160 IoT Bus Coupler for Cloud-based Control,EN | IoT Bus Coupler for Cloud-based Control,video,https://vimeo.com/173601127,2016-07-06 10:57:50,33,0,5
beckhoff,119761528047992_1197089350315199,,Uhlmann: XTS increases production efficiency,link,http://dlvr.it/LkKqP6,2016-07-05 13:15:14,21,0,8
beckhoff,119761528047992_1194370963920371,"Webinar | EtherCAT Distributed Clocks: Functional principle, application and diagnostics. Tue. 5 July 2016, 10:00 am CDT / 5:00 pm CEST (UTC+2). Register now!",Beckhoff Webinars | EtherCAT Distributed Clocks,link,http://www.beckhoff.com/webinar,2016-07-01 06:46:56,3,0,2
beckhoff,119761528047992_1189726677718133,,Sodecia GTAC uses PC-based Control,link,http://dlvr.it/Ldw9mL,2016-06-24 12:39:18,18,0,2
beckhoff,119761528047992_1184181498272651,,Beckhoff at Automatica: IoT and Industrie 4.0,link,http://dlvr.it/LZbz5w,2016-06-16 14:21:17,31,0,4
beckhoff,119761528047992_1179314898759311,,Integrated building automation in People‘s Grand Theatre,link,http://dlvr.it/LWBc1q,2016-06-08 14:19:10,6,0,2
beckhoff,119761528047992_1175643802459754,,Wilka: PC-based control in key manufacturing,link,http://dlvr.it/LSgvMC,2016-06-02 13:57:00,5,0,4
beckhoff,119761528047992_1170727439618057,,Beckhoff at Drupa 2016,link,http://dlvr.it/LPFfzr,2016-05-25 11:05:15,11,0,2
beckhoff,119761528047992_1166373770053424,,Beckhoff at Automotive Testing Expo 2016,link,http://dlvr.it/LLGkRM,2016-05-18 11:23:42,26,0,9
beckhoff,119761528047992_1156068607750607,"Webinar: TwinCAT 3.1 – New features in Build 4020. Tuesday, 10 May 2016, 10:00 am CDT / 5:00 pm CEST (UTC+2). Register now!",Webinar | TwinCAT 3.1 Build 4020,link,http://beckhoff.com/webinar,2016-05-02 11:10:16,5,0,5
beckhoff,119761528047992_1154157471275054,"Beckhoff Trade Show TV from day 4 at HANNOVER MESSE 2016. Subjects: 30 years of PC Control, 20 years of TwinCAT, One Cable Automation with EtherCAT P, Partner country USA.","Hannover Messe 2016, Day 4: Beckhoff Trade Show TV",video,https://www.facebook.com/beckhoff/videos/1154157471275054/,2016-04-29 12:17:09,30,4,8
beckhoff,119761528047992_1153444321346369,"Beckhoff Trade Show TV from day 3 at HANNOVER MESSE 2016. Subjects: Interview with Hans Beckhoff about the global company development, Industrie 4.0 and IoT; Beckhoff presence on SAP booth, new CX8190 Embedded PC, entry-level Industrial PCs.","Hannover Messe 2016, Day 3: Beckhoff Trade Show TV",video,https://www.facebook.com/beckhoff/videos/1153444321346369/,2016-04-28 11:36:51,113,3,44
beckhoff,119761528047992_1152740238083444,"Beckhoff Trade Show TV from day 2 at HANNOVER MESSE 2016. Subjects: Cloud-based Control, new products for Industrie 4.0 and IoT.","Hannover Messe 2016, Day 2: Beckhoff Trade Show TV",video,https://www.facebook.com/beckhoff/videos/1152740238083444/,2016-04-27 09:21:19,20,0,3
beckhoff,119761528047992_1152169678140500,The Beckhoff press conference at HANNOVER MESSE 2016 starts at 3:00 pm. Follow the highlights on the Beckhoff Twitter account. https://twitter.com/beckhoff #HM16,,status,,2016-04-26 12:50:43,4,0,1
beckhoff,119761528047992_1152088344815300,"Beckhoff Trade Show TV from day 1 at HANNOVER MESSE 2016. Subjects: High-precision measurement technology, EtherCAT plug-in modules for compact drive technology, TwinCAT HMI. #HM16","Hannover Messe 2016, Day 1: Beckhoff Trade Show TV",video,https://www.facebook.com/beckhoff/videos/1152088344815300/,2016-04-26 09:24:58,42,3,13
beckhoff,119761528047992_1133725746651560,,Beckhoff at Prolight + Sound 2016,link,http://dlvr.it/KwgzQB,2016-03-30 14:50:15,7,1,1
beckhoff,119761528047992_1124275520929916,Experience Industrie 4.0. With Beckhoff at Hannover Messe 2016.,Experience Industrie 4.0. With Beckhoff.,video,https://www.facebook.com/beckhoff/videos/1124275520929916/,2016-03-21 12:48:11,64,3,15
beckhoff,119761528047992_1120208488003286,,Ultra-dynamic drive control for XFEL X-ray laser,link,http://dlvr.it/Kp7Q60,2016-03-16 13:34:14,15,0,7
beckhoff,119761528047992_1116188041738664,,Experience Industrie 4.0. With Beckhoff.,link,http://dlvr.it/KlDJ3z,2016-03-10 15:10:41,22,1,7
beckhoff,119761528047992_1115461145144687,"Webinar | TwinCAT IoT: Fast and standardised cloud communication. Wed. 30 March 2016, 10 am CDT / 5 pm CEST. Register now: www.beckhoff.com/webinar",Beckhoff Webinar | TwinCAT IoT,link,http://www.beckhoff.com/webinar,2016-03-09 08:45:07,8,0,3
beckhoff,119761528047992_1111883955502406,,Light + Building: „Easy Engineering“ with Beckhoff,link,http://dlvr.it/KgkHzZ,2016-03-03 14:35:15,19,0,6
beckhoff,119761528047992_1107743992583069,,IDT creates custom DNA,link,http://dlvr.it/KcJtgT,2016-02-25 16:59:10,11,0,7
beckhoff,119761528047992_1103698252987643,,C³: Turnkey labeling and marking solution,link,http://dlvr.it/KXw7X1,2016-02-18 17:07:10,6,0,2
beckhoff,119761528047992_1100146043342864,,E-world: Industrie 4.0 for the energy industry,link,http://dlvr.it/KTzPq5,2016-02-12 14:24:46,12,0,5
beckhoff,119761528047992_1100056943351774,"Beckhoff at #ISE2016: complete booth overview with Michel Matuschke, by rAVe http://youtu.be/GR-OgZFEALY | www.beckhoff.com/ise",ISE 2016: Beckhoff Gives rAVe a Complete Booth Overview for Their First Time Showing at ISE,video,http://youtu.be/GR-OgZFEALY,2016-02-12 09:57:23,21,0,5
beckhoff,119761528047992_1098567533500715,,Beckhoff at Tire Technology Expo,link,http://dlvr.it/KSRrlz,2016-02-09 14:17:16,5,0,2
beckhoff,119761528047992_1095264663831002,,ISE: Enabling your Creativity – PC-based Control,link,http://dlvr.it/KP9stz,2016-02-03 14:35:15,5,0,1
beckhoff,119761528047992_1094098243947644,,LiSEC: High-precision glass cutting machine,link,http://dlvr.it/KN8NjC,2016-02-01 14:21:46,17,0,10
beckhoff,119761528047992_1092544610769674,,Flyer: TwinCAT solutions for IoT and Industrie 4.0,link,http://dlvr.it/KLs3g9,2016-01-29 14:43:08,2,0,2
beckhoff,119761528047992_1088650674492401,,Flexible machine lay-out at IMS,link,http://dlvr.it/DLpt2c,2016-01-22 11:53:12,4,0,4
beckhoff,119761528047992_1083578148332987,,TNO: Customized mass production,link,http://dlvr.it/DGLM9k,2016-01-13 15:27:11,10,0,4
beckhoff,119761528047992_1080066125350856,,TAR: Measurement data processing with TwinCAT 3,link,http://dlvr.it/DCRMry,2016-01-07 12:23:11,15,0,4
beckhoff,119761528047992_1068071233217012,,Borrmann: Scientific Automation in automotive industry,link,http://dlvr.it/D2gJF4,2015-12-18 08:16:46,6,0,2
beckhoff,119761528047992_1068067839884018,,Windows 10 IoT for industrial automation,link,http://dlvr.it/D2gCVd,2015-12-18 08:10:47,6,0,3
beckhoff,119761528047992_1068065789884223,,Integrated energy data management enhances PC-based control,link,http://dlvr.it/D2g47w,2015-12-18 08:05:08,4,0,1
beckhoff,119761528047992_1067692149921587,,Interview with Hans Beckhoff – Production data for even more productivity,link,http://dlvr.it/D2Lv2Q,2015-12-17 14:26:06,9,0,5
beckhoff,119761528047992_1067689619921840,,TwinCAT Scope – Increased performance via multi-core technology,link,http://dlvr.it/D2Ljf5,2015-12-17 14:20:12,7,0,3
beckhoff,119761528047992_1067688349921967,,Faster and simpler with platform independence – TwinCAT HMI,link,http://dlvr.it/D2LlPQ,2015-12-17 14:17:19,16,0,5
beckhoff,119761528047992_1062863290404473,,Continental: Fast measurement technology,link,http://dlvr.it/CxZ4ZM,2015-12-07 13:30:17,10,0,5
beckhoff,119761528047992_1061005597256909,Beckhoff Trade Show TV: Compact overview of all key topics of SPS IPC Drives 2015. #sps_live,SPS IPC Drives 2015: Summary,video,https://www.facebook.com/beckhoff/videos/1061005597256909/,2015-12-03 14:14:32,4,0,2
beckhoff,119761528047992_1060631370627665,,Beckhoff Automation's cover photo,photo,https://www.facebook.com/beckhoff/photos/a.370307692993373.89679.119761528047992/1060631370627665/?type=3,2015-12-02 15:08:58,9,0,0
beckhoff,119761528047992_1058289660861836,,Beckhoff News flyer: A brief overview,link,http://dlvr.it/Cs0xcx,2015-11-27 12:33:40,2,0,1
beckhoff,119761528047992_1058288044195331,"Beckhoff Trade Show TV: Day 3 from SPS IPC Drives 2015. Topics: TwinCAT HMI for Visual Studio®, TwinCAT 3 Scope, new functions and applications of XTS. #sps_live","EN | SPS IPC Drives 2015, Day 3: Beckhoff Trade Show TV",video,https://vimeo.com/147097842,2015-11-27 12:28:44,9,0,5
beckhoff,119761528047992_1057729407584528,"Beckhoff Trade Show TV: Day 2 from SPS IPC Drives 2015. Topics: Global business development, TwinCAT IoT and TwinCAT Analytics for Industry 4.0, IPC portfolio extended by new compact device class. #sps_live","EN | SPS IPC Drives 2015, Day 2: Beckhoff Trade Show TV",video,https://vimeo.com/146993145,2015-11-26 08:54:44,2,0,2
beckhoff,119761528047992_1057302014293934,"Beckhoff Trade Show TV: Day 1 from SPS IPC Drives 2015. Topics: One Cable Automation with EtherCAT P, AX8000 multi-axis system, EtherCAT plug-in modules for compact drive technology. #sps_live","EN | SPS IPC Drives 2015, Day 1: Beckhoff Trade Show TV",video,https://vimeo.com/146874417,2015-11-25 08:01:18,19,1,11
beckhoff,119761528047992_1048853345138801,"Beckhoff at SPS IPC Drives: All the highlights of New Automation Technology on 1500 m². Hall 7, 406 www.beckhoff.com/sps #sps_live",Beckhoff at SPS IPC Drives 2015,link,http://www.beckhoff.com/sps,2015-11-24 07:32:00,1,0,2
beckhoff,119761528047992_1053513568006112,"Beckhoff Automation at SPS IPC Drives: Hall 7, Booth 406. www.beckhoff.com/sps",Beckhoff Automation's cover photo,photo,https://www.facebook.com/beckhoff/photos/a.370307692993373.89679.119761528047992/1053513568006112/?type=3,2015-11-16 10:46:35,11,0,2
beckhoff,119761528047992_1048550471835755,Beckhoff at SPS IPC Drives 2015: We are very much looking forward to your visit and exciting conversations! #sps_live,EN | Preview: Beckhoff at SPS IPC Drives 2015,video,https://vimeo.com/144631334,2015-11-04 15:29:01,21,0,4
beckhoff,119761528047992_1045612442129558,,Aerodyn – TwinCAT 3 runs 5 megawatt wind turbine,link,http://dlvr.it/CZjZqX,2015-10-28 15:50:40,6,0,2
beckhoff,119761528047992_1045480262142776,Groninger: eXtended Transport System (XTS) enables compact and fast linear machine for cosmetics filling,EN | Groninger: XTS enables compact and fast linear machine,video,https://vimeo.com/143766077,2015-10-28 08:22:36,7,0,4
beckhoff,119761528047992_1042715945752541,,Quad-core processor power in the smallest spaces,link,http://dlvr.it/CW41yg,2015-10-21 13:56:10,6,0,2
beckhoff,119761528047992_1040745812616221,,Linear transport system deployed at Groninger,link,http://dlvr.it/CSZbKK,2015-10-16 11:09:41,14,1,1
beckhoff,119761528047992_1037675292923273,,State-of-the-art printing applications at Wifag-Polytype,link,http://dlvr.it/CP9yPP,2015-10-09 11:55:14,4,0,1
beckhoff,119761528047992_1034805653210237,,"Beckhoff at Motek: Halle 8, Stand 8108",link,http://dlvr.it/CKghxf,2015-10-02 09:36:44,6,0,3
beckhoff,119761528047992_1033318556692280,,"Beckhoff at FachPack: Hall 3A, Booth 331",link,http://dlvr.it/CHgz59,2015-09-28 15:19:12,10,0,2
beckhoff,119761528047992_1030359673654835,,Integrated control solution at TROX,link,http://dlvr.it/CD543h,2015-09-21 13:39:15,9,0,5
beckhoff,119761528047992_1025230364167766,,EP9300 offers considerable benefits for PROFINET,link,http://dlvr.it/C71SVR,2015-09-11 12:49:00,1,0,1
beckhoff,119761528047992_1023640834326719,,"Beckhoff at Husum Wind: Hall 5, Booth B25",link,http://dlvr.it/C5RLY0,2015-09-08 15:09:41,7,0,2
beckhoff,119761528047992_1021768544513948,Quad-core processor power in the smallest spaces: C6915 and C6925 fanless Industrial PCs with multi-core Intel® Atom™ technology,"EN | C6915, C6925 Industrial PCs: quad-core processor power in the smallest spaces",video,https://vimeo.com/138305496,2015-09-04 13:33:18,28,0,4
beckhoff,119761528047992_1020723051285164,,Innovative storage solution at Temporal Power,link,http://dlvr.it/C2V6lc,2015-09-02 12:56:12,10,0,5
beckhoff,119761528047992_1019775731379896,"Compact, versatile, directly in the field: The EP8309 multi-functional I/O box",Beckhoff_EP8309_Multi-Function-Box_1920x1080_e,video,https://vimeo.com/137811707,2015-08-31 08:37:25,14,0,15
beckhoff,119761528047992_1018425254848277,,Miele: TwinCAT 3 controls oven testing stations,link,http://dlvr.it/C00tWX,2015-08-28 10:19:12,19,0,6
beckhoff,119761528047992_1013785111978958,,Many-core control – Interview with Hans Beckhoff,link,http://dlvr.it/Bv5VsR,2015-08-19 10:24:51,14,0,4
beckhoff,119761528047992_1010067749017361,The new issue of the PC Control Magazine is available. iPad app: https://goo.gl/IRjWT9 | Android tablet app: https://goo.gl/BCLosv | www.pc-control.net/english,PC-Control - The New Automation Technology Magazine - No. 2 | Aug 2015,link,http://www.pc-control.net/english,2015-08-11 07:26:34,1,0,1
beckhoff,119761528047992_1006813332676136,"Webinar | Ensure rapid and reliable commissioning: With EtherCAT diagnistics in TwinCAT. Tue 18 Aug, 5:00 pm UTC+2. Local start times and registration: www.beckhoff.com/webinar",Timeline Photos,photo,https://www.facebook.com/beckhoff/photos/a.686716998019106.1073741825.119761528047992/1006813332676136/?type=3,2015-08-04 09:33:28,6,0,3
beckhoff,119761528047992_1004548526235950,,LCA: PC-based Control for automotive industry,link,http://dlvr.it/BhKkd4,2015-07-30 10:09:42,7,0,6
beckhoff,119761528047992_1001653969858739,Compact controllers with Intel® Atom™ multi-core processors: The CX5100 Embedded PC series opens up a new price-to-performance class for PLC & Motion Control,EN | CX5100 Embedded PC: The ideal price-to-performance ratio,video,https://vimeo.com/134390740,2015-07-27 06:14:01,9,0,2
beckhoff,119761528047992_994842017206601,"AX8000: The high-performance, multi-axis servo system | Compact multi-axis system with maximum control speeds, plus fast installation","EN | AX8000: The high-performance, multi-axis servo system",video,https://vimeo.com/133019973,2015-07-09 09:56:14,13,0,7
beckhoff,119761528047992_993877800636356,,EtherCAT at United Sortation Solutions (USS),link,http://dlvr.it/BRjY3L,2015-07-07 09:14:42,7,0,5
beckhoff,119761528047992_993499580674178,EtherCAT plug-in modules: Plug & Work – Bus Terminals for circuit boards,EN | EtherCAT plug-in modules: Bus Terminals for circuit boards,video,https://vimeo.com/132715156,2015-07-06 14:24:47,13,0,4
beckhoff,119761528047992_992074540816682,"Plastic, stainless steel, die-cast zinc: the universal I/O system in IP 67 protection for all applications",EN | Universal I/O system in IP 67 protection,video,https://vimeo.com/132513881,2015-07-03 08:46:12,9,0,2
beckhoff,119761528047992_981661308524672,Scalable PC Control solution at Kraft Maschinenbau http://dlvr.it/B9nY32,Timeline Photos,photo,https://www.facebook.com/beckhoff/photos/a.686716998019106.1073741825.119761528047992/981661308524672/?type=3,2015-06-11 13:47:12,23,0,2
beckhoff,119761528047992_979766255380844,Beckhoff at Achema 2015 http://dlvr.it/B7t6ln,Timeline Photos,photo,https://www.facebook.com/beckhoff/photos/a.686716998019106.1073741825.119761528047992/979766255380844/?type=3,2015-06-08 09:50:08,20,0,4
beckhoff,119761528047992_976435525713917,Measuring directly in the field: The EP3744 EtherCAT Box. Compact all-in-one solution for measuring compressed air.,EN | Measuring compressed air directly in the field: EP3744 EtherCAT Box,video,https://vimeo.com/129531981,2015-06-02 09:50:19,7,0,5
beckhoff,119761528047992_973563272667809,"High-end design. High-end performance. CP32xx multi-touch Panel PC with Intel® Core™ i3, i5 or i7 processor.",EN | CP32xx multi-touch Panel PC with high-end computing power,video,http://youtu.be/9CvZRU23nr4,2015-05-29 09:37:49,11,0,6
beckhoff,119761528047992_972646919426111,Varta Microbattery: Integrated data transfer http://dlvr.it/9zzPNR,Timeline Photos,photo,https://www.facebook.com/beckhoff/photos/a.686716998019106.1073741825.119761528047992/972646919426111/?type=3,2015-05-27 12:50:12,8,0,5
