company,created_at,favorite_count,retweet_count,reply_to,content,hashtags,retweet,quote
Beckhoff_DE,2016-06-16 14:21:35,0,1,,Beckhoff auf der Automatica: IoT und Industrie 4.0 https://t.co/knGywI0mv2 https://t.co/NrnovT9h86,,False,False
Beckhoff_DE,2016-06-08 14:21:38,2,1,,Beckhoff-Gebäudeautomation im People‘s Grand Theatre https://t.co/hAQnBoUzX5 https://t.co/TF1DRrRyF8,,False,False
Beckhoff_DE,2016-06-02 13:58:12,0,0,,Wilka: PC-based Control bei der Schlüsselfertigung https://t.co/ehE0kwOzu5 https://t.co/Pb7hdYYvhp,,False,False
Beckhoff_DE,2016-05-25 11:06:10,0,0,,Beckhoff auf der Drupa 2016 https://t.co/M1GUhmVwHO https://t.co/g94gtiIKzG,,False,False
Beckhoff_DE,2016-05-18 11:23:06,0,0,,Beckhoff auf der Automotive Testing Expo 2016 https://t.co/1sqkOc4dUN https://t.co/WVeVHkTS33,,False,False
Beckhoff_DE,2016-05-02 10:33:30,0,1,,"Webinar: TwinCAT 3.1 – Neue Eigenschaften in Build 4020. Di. 10.05., 15.00 Uhr. Jetzt kostenlos anmelden: https://t.co/gyEpiIsl50",,False,False
Beckhoff_DE,2016-04-29 08:32:50,1,0,,"Beckhoff Messe-TV vom 4. Tag auf der @hannover_messe. Themen: 30 Jahre PC-Control, 20 Jahre TwinCAT, #HM16USA. #HM16 https://t.co/v4B4EluDuA","['hm16usa', 'hm16']",False,False
Beckhoff_DE,2016-04-28 11:35:01,0,0,,Beckhoff Messe-TV vom 3. Tag auf der @hannover_messe 2016. Thema u. a.: Globale Unternehmensentwicklung. #HM16 https://t.co/bkJmL5ejS0,['hm16'],False,False
Beckhoff_DE,2016-04-27 12:30:31,0,1,,RT @Red_Schmidt: Interessant auch die Diskussion zu OPC UA &amp; @OPCFoundation am Stand von @Microsoft mit Hr. Hoppe von @Beckhoff_DE https://…,,False,True
Beckhoff_DE,2016-04-27 11:46:45,0,2,,RT @DOberndorfer: Und noch eine Industrie-4.0-Demo: Kooperation von u.a. @SAP  und @Beckhoff_DE . #HM16 #HannoverMesse https://t.co/cgcbvFW…,"['hm16', 'hannovermesse']",False,False
Beckhoff_DE,2016-04-27 10:24:38,0,2,,"RT @MSEnterpriseDE: .@Beckhoff über #Azure Ready PC-Baed control auf der @hannover_messe um 13:00 Uhr, Halle 7, Stand C40 #hm16 https://t.c…","['azure', 'hm16']",False,False
Beckhoff_DE,2016-04-27 09:02:06,0,5,,RT @itsOWL_Cluster: Dr. Mittelbach vom @ZVEIorg informiert sich über #Industrie40 made in OWL #HM16 @Beckhoff @HochschuleOWL @verlinked htt…,"['industrie40', 'hm16']",False,False
Beckhoff_DE,2016-04-27 07:01:05,0,0,,Beckhoff Messe-TV vom 2. Tag auf der @hannover_messe 2016. Thema: Neue Produkte für #Industrie40 und #IoT. #HM16 https://t.co/gW7QpOsQS0,"['industrie40', 'iot', 'hm16']",False,False
Beckhoff_DE,2016-04-26 13:54:41,0,0,,Dies war die Beckhoff-Pressekonferenz auf der @hannover_messe 2016. Wir freuen uns auf Ihren Besuch in Halle 9. #HM16,['hm16'],False,False
Beckhoff_DE,2016-04-26 13:48:15,0,0,,Alle neuen Produkte für Industrie 4.0 und IoT live erleben: Besuchen Sie Beckhoff in Halle 9. #HM16,['hm16'],False,False
Beckhoff_DE,2016-04-26 13:45:06,1,0,,Sven Goldstein: Mit Cloud-based Control bringt Beckhoff TwinCAT in die Cloud. #HM16 https://t.co/2SqV805SdP,['hm16'],False,False
Beckhoff_DE,2016-04-26 13:37:23,0,0,,... und auf dem Beckhoff-Hauptstand in Halle 9. #HM16 (2/2),['hm16'],False,False
Beckhoff_DE,2016-04-26 13:36:26,0,0,,"Beckhoff zeigt auf der #HM16 vier in der Cloud vernetzte Exponate: In Halle 7 bei SAP und Microsoft, in Halle 16 bei it's OWL, ... (1/2)",['hm16'],False,False
Beckhoff_DE,2016-04-26 13:33:07,0,0,,TwinCAT Analytics kann sowohl in einer Public Cloud oder in einer Private Cloud betrieben werden. #HM16,['hm16'],False,False
Beckhoff_DE,2016-04-26 13:30:59,1,0,,Pascal Dresselhaus: TwinCAT Analytics eröffnet Maschinenbauern neue Geschäftsfelder. https://t.co/WnhUZvouWF,,False,False
Beckhoff_DE,2016-04-26 13:25:45,0,0,,"Sven Goldstein, TwinCAT Produktmananger, stellt auf der #HM16 TwinCAT IoT vor. https://t.co/MN7mFGvFUJ",['hm16'],False,False
Beckhoff_DE,2016-04-26 13:20:49,2,0,,Auf der @hannover_messe präsentiert Beckhoff neue Produkte für #Industrie40 und #IoT. #HM16,"['industrie40', 'iot', 'hm16']",False,False
Beckhoff_DE,2016-04-26 13:17:49,1,2,,Beckhoff: Konsequente Technologieentwicklung für PC-basierte Steuerungstechnik und Industrie 4.0. #HM16,['hm16'],False,False
Beckhoff_DE,2016-04-26 13:08:30,2,0,,Erfolgreiches Geschäftsjahr 2015: Beckhoff Automation steigert Umsatz um 22 % auf 620 Mio. Euro. #HM16 https://t.co/k7X3NEyi6B,['hm16'],False,False
Beckhoff_DE,2016-04-26 12:45:24,1,0,,Um 15.00 Uhr beginnt die Beckhoff-Pressekonferenz von der @hannover_messe 2016. Alle Highlights lesen Sie hier auf Twitter. #HM16,['hm16'],False,False
Beckhoff_DE,2016-04-26 09:52:56,0,2,,"RT @MSEnterpriseDE: #Azure Ready PC-based Control: @Beckhoff auf der #hm16! Besuchen Sie uns um 11:30 Uhr, Halle 7, Stand C40 https://t.co/…","['azure', 'hm16']",False,False
Beckhoff_DE,2016-04-26 07:58:19,1,0,,Beckhoff Messe-TV vom 1. Tag auf der @hannover_messe 2016. Thema u. a.: TwinCAT HMI. #hm16 https://t.co/9gBoscSEjm,['hm16'],False,False
Beckhoff_DE,2016-04-25 13:58:09,0,8,,RT @IEBook: Factory Automation hall 9 at #HM16 https://t.co/BWE4KbZLo5,['hm16'],False,False
Beckhoff_DE,2016-04-06 07:39:22,0,5,,RT @itsOWL_Cluster: . @Beckhoff &amp; #itsOWL auf @Hannover_Messe - Gemeinsame Ergebnisse: Intelligente Datenauswertung für #Industrie40 https:…,"['itsowl', 'industrie40']",False,False
Beckhoff_DE,2016-04-05 14:31:26,0,1,,RT @automatisierer: #Automatisierung für Augen und Ohren zu sehen auf der Prolight&amp;Sound @Beckhoff_DE https://t.co/kBFn9rw0P3,['automatisierung'],False,False
Beckhoff_DE,2016-03-30 14:50:06,1,2,,Beckhoff auf der Prolight + Sound 2016 https://t.co/c5L7JB4b8q,,False,False
Beckhoff_DE,2016-03-21 12:25:10,55,19,,#Industrie40 konkret erleben. Mit Beckhoff auf der @hannover_messe 2016. #hm16 #hm16usa #IoT | https://t.co/kkCPfxckNk,"['industrie40', 'hm16', 'hm16usa', 'iot']",False,False
Beckhoff_DE,2016-03-16 13:34:10,0,0,,Dynamische Antriebssteuerung für Röntgenlaser XFEL https://t.co/6FCmtnUK0q https://t.co/RKtugAhetS,,False,False
Beckhoff_DE,2016-03-10 14:43:11,1,2,,Industrie 4.0 konkret erleben. Mit Beckhoff. https://t.co/uPBe3DPNMR https://t.co/j3gbjrABuU,,False,False
Beckhoff_DE,2016-03-09 08:32:36,0,2,,"Webinar | TwinCAT #IoT: Schnell und standardisiert in die Cloud. Di. 29.03., 15.00 Uhr. https://t.co/gyEpiIsl50 https://t.co/kjQ1I8Gr5w",['iot'],False,False
Beckhoff_DE,2016-03-03 14:35:08,3,1,,Light + Building: „Easy Engineering“ mit Beckhoff https://t.co/JuiVCFT5fE https://t.co/ZM1wfdpKqg,,False,False
Beckhoff_DE,2016-02-25 16:59:06,0,0,,IDT erzeugt synthetische DNA nach Maß https://t.co/Mm5PShkMb7 https://t.co/gbNZM2ULiO,,False,False
Beckhoff_DE,2016-02-18 17:08:06,0,1,,C³: Schlüsselfertige Druck- und Etikettierlösung https://t.co/HFiSgjx2a1 https://t.co/zOmSiA77UX,,False,False
Beckhoff_DE,2016-02-12 14:24:39,1,1,,E-world: Industrie 4.0 für die Energiewirtschaft https://t.co/J2PzWUyBS8 https://t.co/Jz8RTwxyX2,,False,False
Beckhoff_DE,2016-02-10 12:11:04,0,1,,"RT @aeaktuell: Windows 10 #IoT ist nicht mehr skalierbar, bringt aber Vorteile  #Automatisierung @MicrosoftDE @Beckhoff_DE https://t.co/ur6…","['iot', 'automatisierung']",False,False
Beckhoff_DE,2016-02-09 15:46:03,1,1,,Wir suchen Verstärkung in #Verl: Software-Entwickler (m/w) im Bereich ERP - https://t.co/OjCoOyRLvD,['verl'],False,False
Beckhoff_DE,2016-02-09 15:43:51,1,2,,Wir suchen Verstärkung in #Verl: ERP Finance Inhouse Consultant (m/w) MS Dynamics AX - https://t.co/Jxc4Kqdo0S,['verl'],False,False
Beckhoff_DE,2016-02-09 14:17:07,1,2,,Beckhoff auf der Tire Technology Expo https://t.co/4VKs2VWg0e https://t.co/jDmdp3weXg,,False,False
Beckhoff_DE,2016-02-04 13:09:05,1,1,,"ISE: Enabling your Creativity – PC-based Control in Halle 10, Stand N136. 
https://t.co/wOQw9wvF7Z https://t.co/GtZFLRAp6Q",,False,False
Beckhoff_DE,2016-02-01 14:57:07,0,0,,LiSEC: Hochpräzise Glaszuschnittanlage: TwinCAT für effizienten Maschinenbau und… https://t.co/vfv3w7YKoM https://t.co/1YazRh0XYU,,False,False
Beckhoff_DE,2016-01-29 14:43:04,0,0,,Flyer: TwinCAT-Lösungen für IoT und Industrie 4.0 https://t.co/MMs8f0XfKc,,False,False
Beckhoff_DE,2016-01-27 15:41:02,0,3,,RT @hannover_messe: Condition #Monitoring in near real time:  @Beckhoff Automation enables #PredictiveMaintenance at #HM16,"['monitoring', 'predictivemaintenance', 'hm16']",False,False
Beckhoff_DE,2016-01-27 15:38:18,3,1,,Beckhoff auf der #HM16 Preview: TwinCAT Analytics für #Industrie40. Live auf der Hannover Messe. #IoT https://t.co/ZZxVrbG3dN,"['hm16', 'industrie40', 'iot']",False,False
Beckhoff_DE,2016-01-27 11:47:41,1,2,,Preview-Pressekonferenz: Beckhoff und das Partnerland USA – live auf der Hannover Messe 2016 #hm16usa https://t.co/DGH6Hk3cv2,['hm16usa'],False,False
Beckhoff_DE,2016-01-27 11:23:41,1,4,,Preview-Pressekonferenz: #Industrie40 konkret erleben – mit @Beckhoff_DE auf der Hannover Messe 2016 #hm16 https://t.co/MrObnNNDdl,"['industrie40', 'hm16']",False,False
Beckhoff_DE,2016-01-22 11:52:05,0,1,,Flexible Maschinenkonzepte bei IMS: Zukunftstrend – Individualisierte Kundenwünsche… https://t.co/9nZB34DshA https://t.co/EvJ0hqZZXt,,False,False
Beckhoff_DE,2016-01-13 15:26:16,0,1,,TNO: Kundenindividuelle Massenproduktion: Highspeed-Fertigungslinie kombiniert 3-D-Drucken… https://t.co/OpzIBrPiOb https://t.co/Xhh9Xcd3Vd,,False,False
Beckhoff_DE,2016-01-07 12:22:10,2,0,,TAR: Messdatenverarbeitung mit TwinCAT 3: Prozessoptimierung durch integriertes Condition… https://t.co/8Yfu8Cpsmt https://t.co/jCvWEg1Hqs,,False,False
Beckhoff_DE,2015-12-17 14:14:35,1,1,,Borrmann: Scientific Automation in der Automobilindustrie: Hochintegrierte… https://t.co/EnQ3G0agcV https://t.co/az1pZPToG9,,False,False
Beckhoff_DE,2015-12-16 10:42:27,0,2,,"Wir suchen Verstärkung in #Verl: Ingenieur|in – Stoffbezogene Produkt-Compliance, Umwelt-Compliance - https://t.co/gA3KS6iWyq",['verl'],False,False
Beckhoff_DE,2015-12-07 13:32:05,0,0,,Continental: Schnelle und hochpräzise Messtechnik: eXtreme Fast Control bei… https://t.co/bbhsFImZw1 https://t.co/ouLNstK0vR,,False,False
Beckhoff_DE,2015-12-03 14:23:52,0,0,,Beckhoff Messe-TV: Kompakte Zusammenfassung über alle wichtigen Themen der @spsipcdrives 2015. #sps_live https://t.co/6kH4odTtm9,['sps_live'],False,False
Beckhoff_DE,2015-12-01 15:28:03,0,2,,"Windows 10 IoT for Industrial Automation: Microsoft zeigte auf der SPS IPC Drives in Halle 7, Stand 406,… https://t.co/KjyigqRD9U",,False,False
Beckhoff_DE,2015-11-27 09:49:04,0,0,,Beckhoff News-Flyer: Eine kompakte Übersicht https://t.co/SGjxP7DaZm,,False,False
Beckhoff_DE,2015-11-27 08:41:31,22,7,,Beckhoff Messe-TV vom 3. Tag auf der @spsipcdrives 2015. Thema u. a.: TwinCAT HMI für Visual Studio®. #sps_live https://t.co/2YWiPZKsWC,['sps_live'],False,False
Beckhoff_DE,2015-11-26 08:51:16,10,3,,Beckhoff Messe-TV vom 2. Tag auf der @spsipcdrives. Thema u.a.: #Industrie40 mit TwinCAT IoT u. Analytics. https://t.co/M8zJQCyw5R #sps_live,"['industrie40', 'sps_live']",False,False
Beckhoff_DE,2015-11-26 07:27:02,0,0,,"Beckhoff auf der @spsipcdrives: Extended! Neue Funktionen und Möglichkeiten mit dem XTS. Halle 7, 406 https://t.co/lBYJUBPhYD #sps_live",['sps_live'],False,False
Beckhoff_DE,2015-11-25 17:54:19,0,1,,RT @fjablonski: Auch das ist #sps15 #currywurst bei der @Beckhoff Standparty https://t.co/fgd2JJbcfx,"['sps15', 'currywurst']",False,False
Beckhoff_DE,2015-11-25 07:53:57,11,8,,Beckhoff Messe-TV vom 1. Tag auf der @spsipcdrives 2015. Thema u. a.: One Cable Automation mit EtherCAT P. https://t.co/6aamjjb3UZ #sps_live,['sps_live'],False,False
Beckhoff_DE,2015-11-25 07:41:01,1,1,,"Beckhoff auf der @spsipcdrives: TwinCAT HMI für Visual Studio. Einfach, offen, HTML5-basiert. Halle 7, 406 https://t.co/lBYJUBPhYD #sps_live",['sps_live'],False,False
Beckhoff_DE,2015-11-24 15:00:55,0,3,,RT @franco_canna: Così appariva stamattina il gigantesco stand @Beckhoff #sps_live https://t.co/4V44aaLJYO,['sps_live'],False,False
